credit_code,outcredit_code,report_year
9111000010000093xr,91110000318085964u,2
9111000010000093xr,91110000625907630l,3
9111000010000093xr,91110000717828462c,3
9111000010000093xr,91110101ma00h7da3q,2
9111000010000093xr,911101081011043009,3
9111000010000093xr,911101081011045621,3
9111000010000093xr,91110108101105370p,3
9111000010000093xr,91110108101110102y,3
9111000010000093xr,91110113625912624k,1
9111000010000093xr,91120111666110388p,1
9111000010000093xr,91210800738795516h,1
9111000010000093xr,91210811121143753f,2
9111000010000093xr,9132000074558002xd,1
9111000010000093xr,913201007331482999,2
9111000010000093xr,91320581752705863d,1
911100001000009805,91110000100006258e,1
911100001000009805,91110000100009491x,3
911100001000009805,9111000071093158x4,3
911100001000009805,911100007447039134,1
911100001000009805,911101081000274387,2
911100001000009805,9111010867170309xt,1
911100001000009805,911101127109315040,3
911100001000009805,91110114760939678a,3
911100001000009805,91210600570939693f,2
911100001000009805,91310107132200442a,3
911100001000009805,91320600724418517a,3
911100001000009805,91330000762535060t,1
911100001000009805,91430300796862801k,1
911100001000009805,916201002244201274,3
911100001000009992,911100001000010001,3
911100001000009992,91110000101132467t,3
911100001000009992,91110000101161380h,3
911100001000009992,9111000040000326xw,3
911100001000009992,91110000560448831a,3
911100001000009992,911100007109297541,3
911100001000009992,91110101101230366r,3
911100001000009992,911101051000183639,3
911100001000009992,91110105590692202c,1
911100001000009992,91110109723984461x,2
911100001000009992,91110302101114816l,3
911100001000009992,9111030257524687xy,3
911100001000009992,91110302774701046h,3
911100001000009992,913101061322071508,3
911100001000009992,91310110669360243p,3
911100001000009992,91310113ma1gkj6534,3
911100001000009992,91330100586522323y,3
911100001000009992,913302017048819507,3
911100001000009992,913402006973999975,3
911100001000009992,91350100154437352g,3
911100001000009992,91350200154990764c,3
911100001000009992,91360405751115546y,2
911100001000009992,91360405794771850a,3
911100001000009992,91440000190343601e,3
911100001000009992,91440000617401197n,3
911100001000009992,91440101567947780u,3
911100001000009992,91440300055132975r,2
911100001000009992,91440300190340363k,2
911100001000009992,914403001921834459,3
911100001000009992,91440300192189783k,3
911100001000009992,91440300192194005d,1
911100001000009992,914403001921957616,2
911100001000009992,91440300192220285g,3
911100001000009992,91440300192252682k,3
911100001000009992,91440300279351229a,3
911100001000009992,9144030061881126x5,3
911100001000009992,91440300618812801h,2
911100001000009992,91440300618842912j,3
911100001000009992,91440300661015568c,2
911100001000009992,91440300667071640x,2
911100001000009992,91440300676667833g,3
911100001000009992,91440300ma5h2n4x0f,2
911100001000009992,91440400090111977p,3
911100001000009992,91440400190340603k,3
911100001000009992,91520114680190441n,2
911100001000009992,91632800781429191d,1
911100001000009992,916531005847691973,3
91110000100001019x,91110102551376418k,3
91110000100001019x,91110102ma01d0527y,2
91110000100001019x,91110106101170666f,3
91110000100001019x,91110106799989517d,3
91110000100001019x,91110108101911073f,2
91110000100001019x,91110108102082967a,2
91110000100001019x,91110108726341461x,2
91110000100001019x,91110111764215511p,1
91110000100001019x,91110115ma01peac4r,1
91110000100001019x,91110115ma01pf662x,2
91110000100001019x,91120110ma06dtw30c,2
91110000100001019x,91131024ma07qwguxm,1
91110000100001019x,91220101059614912d,2
91110000100001019x,91310000607269583x,3
91110000100001019x,91310000ma1fl14r61,2
91110000100001019x,91310105132209471e,2
91110000100001019x,91320100ma1md36w8n,2
91110000100001019x,91320104793709182t,3
91110000100001019x,913205097186218342,3
91110000100001019x,91320582743739332h,2
91110000100001019x,91321281ma1teaxh81,3
91110000100001019x,91330206732114353x,2
91110000100001019x,91440300192176800a,3
91110000100001019x,91440300279261266a,3
91110000100001019x,9144030061883375xe,1
91110000100001019x,914600002012613894,2
91110000100001019x,91510100737746894y,3
91110000100001019x,9151142206239982xn,2
91110000100001027q,9111000010112204xe,2
91110000100001027q,91110108718702079x,1
91110000100001027q,911101088020423339,2
91110000100001027q,91110108ma0090n616,2
91110000100001027q,91310000132358485g,2
91110000100001027q,91310000133811296t,2
91110000100001027q,913101151322076441,2
91110000100001027q,913101151337662105,2
91110000100001027q,91310115ma1k3m2q92,2
91110000100001027q,91320583251247307m,2
91110000100001027q,91360400727740464e,2
91110000100001035k,91310101ma1fpm8g07,1
91110000100001043e,91110000100000796d,5
91110000100001043e,91110000100018996a,5
91110000100001043e,911100001000195691,2
91110000100001043e,91110000101694419m,5
91110000100001043e,91110000101765977l,1
91110000100001043e,911100007109260782,5
91110000100001043e,91110000710927492f,5
91110000100001043e,911100007109284875,5
91110000100001043e,91110000710929818y,5
91110000100001043e,91110000710930632r,5
91110000100001043e,91110000710933753a,5
91110000100001043e,91110000h52627503d,5
91110000100001043e,91110000ma0092lm5c,3
91110000100001043e,91110101067282364y,5
91110000100001043e,91110101101169403m,1
91110000100001043e,91110101771554423q,5
91110000100001043e,911101145603548513,3
91110000100001043e,91120000103063338h,5
91110000100001043e,911201160915962591,5
91110000100001043e,9112011671092921xd,5
91110000100001043e,91120116722950227y,5
91110000100001043e,91310000132206502w,5
91110000100001043e,9131000066942864xp,2
91110000100001043e,91310101ma7fxtje8e,1
91110000100001043e,913101051322124864,5
91110000100001043e,91310115ma7epghm07,1
91110000100001043e,91320691743911972r,2
91110000100001043e,9144000019034361x6,5
91110000100001043e,91440000190345711k,5
91110000100001043e,914413236997789902,1
91110000100001043e,91460000721234704e,5
91110000100001043e,91460000ma5rc8h06k,5
911100001000010781,91110000710930165r,1
911100001000010781,913101151322135345,1
9111000010000114xl,9111000010001280x7,5
9111000010000114xl,9111000071092980xy,5
9111000010000114xl,911100007109326113,5
9111000010000114xl,911100007109330408,5
9111000010000114xl,91110000710934641l,5
9111000010000114xl,911100007776535026,4
9111000010000114xl,91110101710932734p,1
9111000010000114xl,91110105101132029k,5
9111000010000114xl,911101051011320534,5
9111000010000114xl,9111010510113207xn,5
9111000010000114xl,91110105101132096h,5
9111000010000114xl,91110105101132440g,5
9111000010000114xl,9111010510113290xj,3
9111000010000114xl,91110105101202373j,5
9111000010000114xl,911101051013054606,5
9111000010000114xl,91110105101316821t,5
9111000010000114xl,91110105101317808m,5
9111000010000114xl,911101051013189310,5
9111000010000114xl,9111010571092294xk,3
9111000010000114xl,91310000132212291w,2
9111000010000114xl,913100007109328145,5
9111000010000114xl,91330203717232319f,5
9111000010000114xl,91370600613413107f,3
9111000010000114xl,914401011905222043,5
9111000010000114xl,914403001923923358,5
9111000010000114xl,91440400079553184d,5
9111000010000114xl,914600002840806383,5
9111000010000114xl,91513435669570478u,5
9111000010000122x8,91110000102665003h,2
9111000010000122x8,91110000179100676e,3
9111000010000122x8,91110000710926553w,2
9111000010000122x8,91110102101100617d,2
9111000010000122x8,91110102ma01qh4k5l,1
9111000010000122x8,9111010580110749xu,2
9111000010000122x8,91110108053605601w,3
9111000010000122x8,91530100592026326y,3
91110000100001262q,91210106683306091p,1
91110000100001262q,914402336788399774,1
91110000100001297b,911100001000122286,1
91110000100001297b,91110000101434713g,2
91110000100001297b,91110000710923598t,1
91110000100001297b,91110000710923619b,1
91110000100001297b,9111010210112853x7,2
91110000100001297b,911101021011416704,2
91110000100001297b,9111010210205478xm,2
91110000100001297b,911101021020548009,2
91110000100001297b,91440400892539473r,1
9111000010000130xu,91110105687600968d,1
9111000010000130xu,91120118ma06pnlu0u,1
9111000010000130xu,91210200728862500j,1
9111000010000130xu,91220582ma17uw9b3a,1
9111000010000130xu,91230103ma1ba75q7e,1
9111000010000130xu,91231100ma1b4aaq4r,1
9111000010000130xu,91310106132237974b,1
9111000010000130xu,91310106ma1fyfx33d,1
9111000010000130xu,91320105ma1r7tt72a,1
9111000010000130xu,91320205720638686k,1
9111000010000130xu,91330108ma2cer6c8k,1
9111000010000130xu,91370212ma3nbc4d8j,1
9111000010000130xu,91410100ma45c06l4g,1
9111000010000130xu,91460000ma5tm1kd9b,1
9111000010000130xu,91460000ma5tm21jxf,1
9111000010000130xu,91500000ma5upeqc1u,1
9111000010000130xu,91500112ma5unh638h,1
91110000100001326n,91120000103064293r,1
91110000100001334h,911100007239681033,4
91110000100001334h,91110000ma005c7nx7,4
91110000100001334h,9111010810117806xb,1
91110000100001334h,91110108571220306w,4
91110000100001334h,91110108597714312w,4
91110000100001334h,911101086337937095,4
91110000100001334h,9111010880211232x4,4
91110000100001334h,91110108ma002akq56,4
91110000100001334h,91110302062833606r,4
91110000100001334h,91120118ma05wled9w,4
91110000100001334h,9121020011831040xe,3
91110000100001334h,913101151322044945,4
91110000100001334h,91320594ma1x9gn675,3
91110000100001334h,91440104190481692w,4
91110000100001334h,91440300ma5gd9n10d,1
91110000100001334h,91510107069792085m,4
91110000100001334h,91540091321364382e,4
91110000100001430t,91110000100000905c,1
91110000100001430t,91120118ma0603879k,1
91110000100001430t,913101151322095789,1
91110000100001430t,91350200155050328x,3
91110000100001430t,91440101190528374b,1
91110000100001430t,91440101718160724w,1
91110000100001430t,9144030010001686xa,1
91110000100001430t,91440300192238549b,1
91110000100001430t,914600007300466763,1
91110000100001449p,911101051011186066,1
91110000100001449p,91110105101124619b,1
91110000100001449p,91210200241287321g,1
91110000100001449p,912102137234716588,1
91110000100001449p,91310101132208081p,1
91110000100001449p,913101096314879279,1
91110000100001449p,91330200725176935t,1
91110000100001449p,91350200705466185n,1
91110000100001449p,9135020070549694xh,1
91110000100001449p,913702001635977294,1
91110000100001449p,91440000190353797p,1
91110000100001449p,9144010119050767x3,1
91110000100001457j,91110000101104183n,1
91110000100001457j,91110101101105207b,1
91110000100001457j,9111010158911152xw,1
91110000100001457j,91110102710922560r,1
91110000100001457j,9111010571092702xj,1
91110000100001457j,91110115746123314e,1
91110000100001457j,9131011513220956x9,1
911100001000014738,91110000100023656q,3
911100001000014738,91110000710925139f,3
911100001000014738,9111000071092630xw,3
911100001000014738,911100007109285919,3
911100001000014738,91110000710929658p,1
911100001000014738,9111000071093182xy,3
911100001000014738,91110000710934705j,1
911100001000014738,91110000717830546a,3
911100001000014738,911100007178306776,3
911100001000014738,91110000717832760k,3
911100001000014738,9111010110115018xl,3
911100001000014738,91110101101309381q,3
911100001000014738,91110101101314914g,3
911100001000014738,91110101101322551x,3
911100001000014738,9111010173820873xw,3
911100001000014738,91110101768470501f,3
911100001000014738,911101057629806664,3
911100001000014738,91110105801229526k,3
911100001000014738,911310006013492757,3
911100001000014738,91131001236076650c,1
911100001000014738,91133100601534585g,3
911100001000014738,91310000632082024d,3
911100001000014738,9131000073540484x3,3
911100001000014738,91330183143712769q,3
911100001000014738,91370782720756287j,3
911100001000014738,913707827456678975,3
911100001000014738,91410000169958935f,3
911100001000014738,91650100ma78jnmt05,2
9111000010000149xt,91110000100018021g,3
9111000010000149xt,91110000101187505y,3
9111000010000149xt,91110000710923598t,2
9111000010000149xt,91110000710923619b,2
9111000010000149xt,91110000710934764m,3
9111000010000149xt,91110000717827937x,2
9111000010000149xt,911100007263408488,2
9111000010000149xt,911101067226088001,4
9111000010000149xt,91110108101199055n,3
9111000010000149xt,91110108102063117f,3
9111000010000149xt,91120000103066053q,1
9111000010000149xt,91310000132234116c,3
9111000010000149xt,91310000703134398p,2
9111000010000149xt,9131010477212648xb,3
9111000010000149xt,91310115133856646c,3
9111000010000149xt,91310115577499184n,2
9111000010000149xt,9132000013477073x7,3
9111000010000149xt,91320000134788438n,4
9111000010000149xt,91410100074213404l,4
9111000010000149xt,91420000420000285b,2
9111000010000149xt,9144030019221415x7,3
9111000010000149xt,91440300ma5fhudg81,2
9111000010000149xt,91500000450402824h,3
91110000100001529b,91110000686902438g,1
91110000100001529b,911100007109282338,1
91110000100001529b,911100007109340273,1
91110000100001529b,911100007109347998,1
91110000100001529b,911100007178495388,2
91110000100001529b,91110000717881749w,1
91110000100001529b,911100007916062515,1
91110000100001529b,91110101625902880l,1
91110000100001529b,91110105668436461t,1
91110000100001529b,911101087109298503,1
91110000100001529b,91110113700228153g,1
91110000100001529b,9112011610308135x1,1
91110000100001529b,911201166906727353,1
91110000100001529b,91210400788762026y,1
91110000100001529b,91222403771071720d,1
91110000100001529b,91310000590378037p,1
91110000100001529b,913100007178510488,1
91110000100001529b,91310000765998431a,1
91110000100001529b,91440300717869440a,1
91110000100001553u,911101063529836026,1
91110000100001553u,91110108078505359a,1
91110000100001553u,91110108327133876f,1
91110000100001553u,9111010860000278xk,1
91110000100001553u,91110108ma017x5wxp,1
91110000100001553u,91110111ma0192w9xd,1
91110000100001553u,911200001030643818,1
91110000100001553u,91120106ma06d7wm6f,1
91110000100001553u,91120106ma06ge3h67,1
91110000100001553u,91120111ma0724j9xg,1
91110000100001553u,91120116ma06hh757h,1
91110000100001553u,91120116ma077dke9d,1
91110000100001553u,91120118ma069ted6e,1
91110000100001553u,911300001043234377,1
91110000100001553u,911301000911377739,1
91110000100001553u,91130101ma07q4ww15,1
91110000100001553u,91130108ma099par7x,1
91110000100001553u,91130108ma0enll22b,2
91110000100001553u,91130125ma07u7j318,1
91110000100001553u,91130181347876052d,1
91110000100001553u,91130221ma09gcm48f,1
91110000100001553u,91130400ma0914mh03,1
91110000100001553u,91130400ma0fgy270c,1
91110000100001553u,91130405ma08cyrm41,1
91110000100001553u,91130405ma08myx23n,1
91110000100001553u,91130492ma07xqbp9q,1
91110000100001553u,91130501ma08q3bq73,1
91110000100001553u,91130726ma08ynd99e,1
91110000100001553u,91130982ma08e5yu6y,1
91110000100001553u,91130982ma0d1wtb66,1
91110000100001553u,91131123ma07tq4409,1
91110000100001553u,91131125ma07mq2909,1
91110000100001553u,91211500ma10j8w83a,1
91110000100001553u,91320200134757148j,1
91110000100001553u,91320302ma225t6t4w,1
91110000100001553u,91320508ma20xn0w5q,2
91110000100001553u,91320600ma248bnq7h,1
91110000100001553u,91330211ma2gwu1b8t,2
91110000100001553u,91330402ma2b9qek31,1
91110000100001553u,91340100ma2welef5g,1
91110000100001553u,91340521ma2nu04e5d,1
91110000100001553u,91350302ma3511yu76,1
91110000100001553u,91360122ma398xfu5e,1
91110000100001553u,91370102ma3tmq7r5g,1
91110000100001553u,91370306ma3nnwcm2x,1
91110000100001553u,91370685ma3mn5bp6t,1
91110000100001553u,913707055777503086,1
91110000100001553u,91371400ma3uaqe98d,1
91110000100001553u,91411400ma482m1w0x,2
91110000100001553u,91411729ma9fmr5l4a,1
91110000100001553u,91420100ma49jqc890,1
91110000100001553u,91420100ma49n0e4xn,1
91110000100001553u,91420200ma49kqhy90,1
91110000100001553u,91430500ma4rtu359f,1
91110000100001553u,914413001959762729,1
91110000100001553u,91469036ma5tcl6j9y,1
91110000100001553u,91500107ma618trt0w,1
91110000100001553u,91510100201926547k,1
91110000100001553u,91510105ma62bp9u0e,1
91110000100001553u,91510500ma6ab0f453,1
91110000100001553u,91510600ma67mrpr8y,1
91110000100001553u,91510900ma6bn9lg20,1
91110000100001553u,91611000ma70y70jx2,1
91110000100001553u,91611100ma716axa2e,1
91110000100001553u,91620100ma721feg8r,1
91110000100001561n,91110000100012244u,2
91110000100001561n,91110000710934887n,2
91110000100001561n,91110102633066560r,1
91110000100001561n,911101027187469016,1
91110000100001561n,91210200760781620n,1
91110000100001561n,91230109ma19hqqj14,2
91110000100001561n,91310115132207679k,2
91110000100001561n,91340100ma2nlqmn5b,2
91110000100001561n,91370827310345821k,2
91110000100001561n,91520526ma6eawfb8a,1
91110000100001609y,91110108101112378j,3
91110000100001609y,911103021011126699,3
91110000100001609y,911103027002370688,1
91110000100001609y,91110302710928997y,3
91110000100001609y,911306001059410187,3
91110000100001609y,91410100169953552j,3
91110000100001609y,914201001777276007,3
91110000100001609y,9161000022052878xt,3
91110000100001625l,1210000040000617xy,2
91110000100001625l,12100000400777847y,2
91110000100001625l,911100000741338935,2
91110000100001625l,91110000339854814h,2
91110000100001625l,911100007109352819,2
91110000100001625l,9111000071093545x8,2
91110000100001625l,91110000717829414l,2
91110000100001625l,91110000717830570t,2
91110000100001625l,91110000717835486w,2
91110000100001625l,91110000717842846h,2
91110000100001625l,911100007229830372,2
91110000100001625l,91110000774700473e,2
91110000100001625l,9111010163369468x5,2
91110000100001625l,91110101687602832n,2
91110000100001625l,911103025657540458,2
91110000100001625l,91130000697587808c,2
91110000100001625l,91130227669096104g,2
91110000100001625l,91130730768103429k,2
91110000100001625l,911308271091218690,2
91110000100001625l,911500001141256376,2
91110000100001625l,91150727779489881y,1
91110000100001625l,91152502116120004f,2
91110000100001625l,91152525116240567p,2
91110000100001625l,91152525701372253l,2
91110000100001625l,91210000664582234j,2
91110000100001625l,912114221235157849,2
91110000100001625l,91211422716425696l,2
91110000100001625l,912200004127570858,2
91110000100001625l,91220101124034990m,2
91110000100001625l,91220101677470602k,2
91110000100001625l,91220201668776319m,2
91110000100001625l,91222426244720397m,2
91110000100001625l,91230100725326227t,2
91110000100001625l,912301008269701349,2
91110000100001625l,91310000599779232w,1
91110000100001625l,91310000ma1k368g1r,1
91110000100001625l,91370683061978395e,2
91110000100001625l,91370683596560526p,2
91110000100001625l,91410000169953798f,2
91110000100001625l,91411200706781363m,2
91110000100001625l,914112247258031937,2
91110000100001625l,914112821749211094,2
91110000100001625l,91420200ma48p6um5d,2
91110000100001625l,9144030019218320x4,2
91110000100001625l,91440300754257216e,2
91110000100001625l,91450000198226274h,2
91110000100001625l,91451223737619043t,2
91110000100001625l,91510000201843151d,2
91110000100001625l,915200007801668282,2
91110000100001625l,91522300750153380p,2
91110000100001625l,91522325770596226q,2
91110000100001625l,91610000709905544f,2
91110000100001625l,9161033122167069x8,2
91110000100001625l,91620000561107086f,2
91110000100001625l,916212217734218194,2
91110000100001625l,91621222681525944m,2
91110000100001625l,91621225789624741l,2
9111000010000165x2,911100001000023297,4
9111000010000165x2,91110000600027768b,2
9111000010000165x2,91110000710927468y,6
9111000010000165x2,911100007109343186,6
9111000010000165x2,91110102101115296p,6
9111000010000165x2,911101021016263363,5
9111000010000165x2,911101027109282415,4
9111000010000165x2,9111010271092833xg,5
9111000010000165x2,91110106101112140e,5
9111000010000165x2,911101086605428251,4
9111000010000165x2,91110108739390326p,6
9111000010000165x2,911101087975975281,5
9111000010000165x2,911101136005818305,3
9111000010000165x2,91110113794079282a,4
9111000010000165x2,911200001030651739,6
9111000010000165x2,91210106701989691b,6
9111000010000165x2,912300001269626788,5
9111000010000165x2,913101061322038892,5
9111000010000165x2,913201066713326206,6
9111000010000165x2,91420100177738473b,6
9111000010000165x2,91440300192218775x,6
9111000010000165x2,91500107202805640h,6
9111000010000165x2,91510000201838491y,5
9111000010000165x2,91610000220548414l,5
911100001000016682,91110000100000403r,2
911100001000016682,911100001000071971,2
911100001000016682,911100001000106444,2
911100001000016682,91110000100011647l,1
911100001000016682,91110000101303369g,1
911100001000016682,91110105ma018butxw,1
911100001000016682,91230109ma1bc70701,1
911100001000016682,912310810660602844,1
911100001000016682,91310109ma1g5hyl5m,1
911100001000016682,913205850880254399,1
911100001000016682,91330206ma2ckj9xxk,1
911100001000016682,91440823456285008f,2
911100001000016682,91500000681469188g,1
911100001000016682,916207022252715819,1
91110000100001676w,911100007178285938,1
91110000100001676w,91110000ma0092lm5c,1
91110000100001676w,91110106101140010e,1
91110000100001676w,91110106102144515d,1
91110000100001676w,91110113ma009cl88g,1
91110000100001676w,91110116ma0079ldxw,1
91110000100001676w,91120000718267900y,1
91110000100001676w,91330102ma2gnmwg50,1
91110000100001676w,91330102ma2gnxq06m,1
91110000100001676w,91430100ma4l2r585p,1
911100001000018364,91110000710933198u,1
911100001000018364,911100007178284114,1
91110000100001852r,91110000053597189a,3
91110000100001852r,911100007109356445,3
91110000100001852r,911100007109356520,3
91110000100001852r,91110101ma01n7g8xh,2
91110000100001852r,91110109ma01axn41e,3
91110000100001852r,91110111ma01ak1n1d,3
91110000100001852r,91110112ma009thf67,3
91110000100001852r,9111011510286415xp,3
91110000100001852r,91120118ma06x6d609,2
91110000100001852r,91120118ma076r333g,1
91110000100001852r,91130000104322610k,2
91110000100001852r,91211100122410235j,3
91110000100001852r,91310000ma1fl7mc49,1
91110000100001852r,913700001630777743,3
91110000100001852r,91440101ma5aq74yxa,3
91110000100001852r,914600002012856477,3
91110000100001852r,91500108ma614w4m3p,1
91110000100001852r,91611100ma6tjrhr07,2
91110000100001916p,91110101590668827a,2
91110000100001916p,91110105783973676d,1
91110000100001916p,91110105793410455x,2
91110000100001916p,91110106102305235u,3
91110000100001916p,91110106700099435r,2
91110000100001916p,911101067226188739,1
91110000100001916p,91110106802213382k,1
91110000100001916p,911101081020942049,2
91110000100001916p,91110108306475252r,3
91110000100001916p,91110108397107999l,3
91110000100001916p,91110108680484511h,2
91110000100001916p,91110108718720111m,1
91110000100001916p,911101087239694210,3
91110000100001916p,91110108ma008h146f,1
91110000100001916p,91110108ma008yej8u,1
91110000100001916p,91110112101135481h,1
91110000100001916p,91110114102623495q,2
91110000100001916p,91110114700346598w,2
91110000100001916p,91120103ma06kl64x9,2
91110000100001916p,91141000ma0l089pxc,1
91110000100001916p,91150100ma0npl706w,2
91110000100001916p,91330110ma2ccnc06r,2
91110000100001916p,91330212ma2gt0l4xc,1
91110000100001916p,91330502ma28c4899b,2
91110000100001916p,91370500780754363l,2
91110000100001916p,9142000034351672x7,1
91110000100001916p,91420100086607523b,3
91110000100001916p,91420100ma4kmg700n,1
91110000100001916p,914201127551130895,1
91110000100001916p,91440101082747035m,1
91110000100001916p,91441802ma4up0er87,1
91110000100001916p,91460100075720619a,3
91110000100001916p,91469026589258708k,3
91110000100001916p,91530600ma6njhm76q,1
91110000100001916p,91620105ma746j1m4j,1
91110000100001916p,91640100ma76g69h5t,1
911100001000019670,91141000ma0la7yl8m,1
91110000100001983m,91110109ma01htgh07,2
91110000100001983m,91110109ma01htj519,2
91110000100001983m,91330900ma2dmwl54k,2
91110000100001983m,91510000201813307y,1
91110000100002011c,914403006188094342,1
91110000100002089c,911200001030650695,1
91110000100002089c,9123010212697883xm,1
91110000100002089c,913100001322083059,1
91110000100002089c,913502001549906683,1
91110000100002089c,91370200163591984t,1
91110000100002089c,913709020921869213,1
91110000100002089c,91440101190437376f,1
91110000100002089c,91440300192284115y,1
91110000100002089c,91460000721254924b,1
9111000010000210xp,91110102794097712j,1
91110000100002118p,911100001000042608,1
91110000100002118p,91110000348313091u,1
91110000100002118p,911101011000067177,1
91110000100002118p,91110102633651348q,1
91110000100002118p,91110107ma005f2axe,1
91110000100002118p,91110108348371670h,1
91110000100002118p,91110108ma001pm43w,1
91110000100002118p,91110117091868955m,1
91110000100002118p,913100000922025816,1
91110000100002118p,9132060074069217x1,1
91110000100002118p,91330782336963708a,1
91110000100002118p,91350503ma344d7p24,1
91110000100002118p,914404000750668560,1
91110000100002118p,91611100088119873w,1
91110000100002118p,91620100079263777d,1
91110000100002249k,91440101ma5cw4wr7p,1
91110000100002257e,9111000069080411x7,1
91110000100002257e,91110105076556670p,1
91110000100002257e,91120116600553434h,1
91110000100002257e,91210804121142697y,1
91110000100002257e,91231081ma18ydg92j,1
91110000100002257e,913100003245741151,1
91110000100002257e,913101085680617700,1
91110000100002257e,91310120ma1hlwqt99,1
91110000100002257e,913205850880254399,1
91110000100002257e,91320982ma1mxt0k1r,1
91110000100002257e,91321100301805873g,1
91110000100002257e,91321282552513090j,1
91110000100002257e,91330211695076182p,1
91110000100002257e,91350105ma2xqtg38g,1
91110000100002257e,913502003028702475,1
91110000100002257e,913505043153587871,1
91110000100002257e,91360406ma37y79p5q,1
91110000100002257e,9136048108714900xp,1
91110000100002257e,91370220ma3cll1u75,1
91110000100002257e,91440101ma5ar0ruxk,1
91110000100002257e,91440101ma5cw8cc8f,1
91110000100002257e,9150010632774874x3,1
91110000100002257e,91510000089862298g,1
911100001000025722,91110102055592111l,1
911100001000025722,91310110132200426y,1
911100001000025722,91350200155022167t,1
91110000100002724e,9110000071092841xx,6
91110000100002724e,91110000100006282y,6
91110000100002724e,911100001000152693,5
91110000100002724e,91110000100017889m,6
91110000100002724e,911100001000189377,5
91110000100002724e,91110000582547136x,1
91110000100002724e,91110000710934078b,6
91110000100002724e,91110000710934633r,5
91110000100002724e,91110000717826790u,5
91110000100002724e,911100007178284114,6
91110000100002724e,91110000717828550t,4
91110000100002724e,91110000755254308r,6
91110000100002724e,911101021014254623,4
91110000100002724e,91110105080525324c,5
91110000100002724e,91110105625912608b,1
91110000100002724e,9111010566050372xj,6
91110000100002724e,911101057552550445,4
91110000100002724e,91110105801119597k,6
91110000100002724e,91110108080461543h,4
91110000100002724e,911101081000181525,4
91110000100002724e,91110108100018769x,4
91110000100002724e,91110108100024675p,5
91110000100002724e,911101081000269454,6
91110000100002724e,91110108101157111e,1
91110000100002724e,91110108101248355c,4
91110000100002724e,911101081019623213,4
91110000100002724e,91110108102048275r,5
91110000100002724e,9111010810206446x1,4
91110000100002724e,91110108102071643u,5
91110000100002724e,91110108102102534u,4
91110000100002724e,91110108600446479r,5
91110000100002724e,911101086259056439,4
91110000100002724e,91110108633706337b,6
91110000100002724e,91110108633794947m,4
91110000100002724e,91110108679615334d,5
91110000100002724e,911101087109212694,6
91110000100002724e,911101087226719497,1
91110000100002724e,911101087415812443,6
91110000100002724e,91110108753330207k,5
91110000100002724e,911101087629575463,6
91110000100002724e,911101087740912685,4
91110000100002724e,911101087809524663,4
91110000100002724e,9111010878252430xp,5
91110000100002724e,911101087886091012,5
91110000100002724e,91110108791641735f,6
91110000100002724e,91110108791649382e,1
91110000100002724e,91310000739764252d,6
91110000100002724e,91310000ma1fl7hd07,1
91110000100002724e,91310104ma1frffw8k,1
91110000100002724e,91310115765994713f,1
91110000100002724e,91320000134788438n,1
91110000100002724e,913300007392222505,4
91110000100002724e,913301067046373179,2
91110000100002724e,91350200ma353egdxp,1
91110000100002724e,913710004944332199,5
91110000100002724e,91440300192230248d,5
91110000100002724e,91440300555401131x,6
91110000100002724e,91440300775573795l,1
91110000100002724e,9144200070806857xe,2
911100001000027329,911103026787521426,1
911100001000027329,91131000ma0dq0844f,1
911100001000027329,91310000ma1fl14r61,1
911100001000027329,91310115ma1k3gqk6c,2
911100001000027329,9141010017001021xf,1
911100001000027329,91410103170065819r,1
91110000100003161e,91110116101204555e,1
91110000100003161e,91310000607228546w,3
91110000100003161e,9131000060742554xk,3
911100001000031961,911100000696133744,1
911100001000031961,911100001011217680,1
911100001000031961,9111000010112204xe,1
911100001000031961,911101010765660867,1
911100001000031961,911101027989445369,1
911100001000031961,91110113101123712n,1
911100001000031961,91430000ma4l2pqt5j,1
911100001000031961,91610131294468046d,1
91110000100003284f,9111030274470545x7,5
91110000100003284f,911300007840667607,3
91110000100003284f,91130100752423380t,5
91110000100003284f,91130131ma0famyb1g,1
91110000100003284f,91130300674691645k,3
91110000100003284f,91130435ma0emg898y,1
91110000100003284f,91130600674683258d,4
91110000100003284f,91130623ma0985w06x,3
91110000100003284f,91130802799553975r,2
91110000100003284f,911309026813992711,5
91110000100003284f,91130925ma0dyc2185,1
91110000100003284f,91131102ma07lcq81f,3
91110000100003284f,91220503565076926u,2
91110000100003284f,91230205ma18whpl8h,1
91110000100003284f,91321311781290898a,4
91110000100003284f,913301087392110175,2
91110000100003284f,913302253089378448,1
91110000100003284f,9133060078293080x5,1
91110000100003284f,91340122598682906p,2
91110000100003284f,913415236709494851,1
91110000100003284f,91350182ma31tdnx3x,1
91110000100003284f,91350200699900255c,2
91110000100003284f,91360313098370068u,2
91110000100003284f,91370126ma3te2kwxm,1
91110000100003284f,91370282395818367e,3
91110000100003284f,91370285ma3eq9wexy,1
91110000100003284f,91370600562520091x,1
91110000100003284f,91370600725412619m,2
91110000100003284f,91370600ma3pdw257r,1
91110000100003284f,91370612593613397t,1
91110000100003284f,91370686797303390b,1
91110000100003284f,91370983082954157j,1
91110000100003284f,91370983ma3cftty77,4
91110000100003284f,91370983ma3cg6y97f,2
91110000100003284f,91371300790357281a,5
91110000100003284f,91371322348969648x,3
